time,open,high,low,close,tick_volume,spread,real_volume
1420048800,0.99346,0.99378,0.99288,0.99347,3051,23,0
1420185600,0.99776,0.99777,0.99697,0.99732,1224,23,0
1420189200,0.99732,0.99912,0.99685,0.99717,3163,23,0
1420192800,0.99717,0.99807,0.99602,0.99784,4309,23,0
1420196400,0.99781,0.99853,0.99662,0.99685,3868,23,0
1420200000,0.99685,0.99809,0.99685,0.99735,2554,23,0
1420203600,0.99736,0.99782,0.99679,0.99714,2295,23,0
1420207200,0.99715,0.99875,0.99708,0.99847,2234,23,0
1420210800,0.99847,0.9995,0.99795,0.99898,3044,23,0
1420214400,0.99898,1.00081,0.99877,1.00038,3520,23,0
1420218000,1.00026,1.00053,0.99885,0.99891,5217,23,0
1420221600,0.9989,1.00085,0.99883,1.00036,3750,23,0
1420225200,1.00034,1.00112,1.00018,1.00065,2243,23,0
1420228800,1.00065,1.00083,1.00022,1.00061,1635,23,0
1420232400,1.00064,1.00106,1.00052,1.00099,1541,23,0
1420236000,1.00099,1.00131,1.00069,1.00116,1747,23,0
1420239600,1.00115,1.00173,1.00095,1.00139,784,23,0
1420416000,1.0062,1.02912,1.00527,1.00638,3700,23,0
1420419600,1.00628,1.0075,1.0054400000000001,1.00569,2978,23,0
1420423200,1.00569,1.00569,1.00317,1.00433,3452,23,0
1420426800,1.00433,1.00529,1.00342,1.00494,2736,23,0
1420430400,1.00491,1.00495,1.00405,1.0049,1844,23,0
1420434000,1.0049,1.0061,1.00487,1.00608,1609,23,0
1420437600,1.00607,1.0067,1.00593,1.00638,1697,23,0
1420441200,1.00635,1.00763,1.006,1.00673,1733,23,0
1420444800,1.00674,1.00714,1.00562,1.00563,2164,23,0
1420448400,1.00563,1.00613,1.00437,1.00492,3310,23,0
1420452000,1.00495,1.00531,1.00333,1.00493,4508,23,0
1420455600,1.00493,1.00597,1.00446,1.00496,3805,23,0
1420459200,1.00498,1.00833,1.00478,1.00792,4231,23,0
1420462800,1.00792,1.00982,1.00766,1.00941,3718,23,0
1420466400,1.0094,1.01071,1.00785,1.00971,3979,23,0
1420470000,1.00968,1.01024,1.0071,1.0084,4634,23,0
1420473600,1.00839,1.00875,1.0065,1.00661,4676,23,0
1420477200,1.0066,1.00797,1.00602,1.00631,4691,23,0
1420480800,1.00635,1.00809,1.00605,1.00787,3270,23,0
1420484400,1.00787,1.00836,1.00724,1.00764,2467,23,0
1420488000,1.00765,1.00835,1.00645,1.00645,2287,23,0
1420491600,1.00647,1.00662,1.00601,1.00623,1611,23,0
1420495200,1.00625,1.00641,1.00532,1.0064,1944,23,0
1420498800,1.00639,1.00679,1.00619,1.00676,893,23,0
1420502400,1.00676,1.00726,1.00661,1.00672,1041,23,0
1420506000,1.00673,1.00683,1.00604,1.0063,1000,23,0
1420509600,1.0063,1.00664,1.00588,1.00589,1447,23,0
1420513200,1.0059,1.00649,1.00556,1.00607,1480,23,0
1420516800,1.00608,1.0061,1.0049,1.00565,1536,23,0
1420520400,1.00566,1.00609,1.00533,1.00594,954,23,0
1420524000,1.00593,1.00602,1.00538,1.00556,1041,23,0
