time,open,high,low,close,tick_volume,spread,real_volume
1420185600,1.55434,1.55498,1.5474999999999999,1.54785,15967,22,0
1420200000,1.54783,1.54794,1.54108,1.54157,17453,22,0
1420214400,1.54156,1.5418699999999999,1.53513,1.53575,20327,22,0
1420228800,1.53574,1.53574,1.53247,1.5325,8849,22,0
1420416000,1.5297800000000001,1.53183,1.51627,1.53016,13963,22,0
1420430400,1.53016,1.5303,1.52763,1.52847,6567,22,0
1420444800,1.52846,1.53182,1.52718,1.5305,18804,22,0
1420459200,1.5304799999999998,1.53063,1.52037,1.52069,25125,22,0
1420473600,1.52064,1.5245600000000001,1.52021,1.52251,22733,22,0
1420488000,1.52249,1.52694,1.5220099999999999,1.52473,9840,22,0
1420502400,1.52473,1.52645,1.52446,1.52596,7009,22,0
1420516800,1.5259399999999999,1.5272700000000001,1.52556,1.52599,5625,22,0
1420531200,1.52597,1.52697,1.51867,1.52012,20021,22,0
1420545600,1.52013,1.52054,1.5166300000000001,1.5178099999999999,23898,22,0
1420560000,1.51782,1.51965,1.51512,1.51709,29436,22,0
1420574400,1.51712,1.51898,1.5140099999999999,1.51497,16123,22,0
1420588800,1.51498,1.51499,1.5105300000000002,1.51427,10062,22,0
1420603200,1.51427,1.51471,1.5133,1.51369,6580,22,0
1420617600,1.51369,1.51543,1.5113699999999999,1.5118399999999999,21072,22,0
1420632000,1.5118399999999999,1.51427,1.50969,1.51044,29267,22,0
1420646400,1.5104600000000001,1.51051,1.50536,1.50864,24305,22,0
1420660800,1.50865,1.5126,1.5078,1.51088,17477,22,0
1420675200,1.5108000000000001,1.51163,1.50932,1.50949,7764,22,0
1420689600,1.5095,1.50972,1.50807,1.50861,6183,22,0
1420704000,1.50861,1.50929,1.50332,1.5053,17487,22,0
1420718400,1.5053100000000001,1.508,1.50433,1.50753,22951,22,0
1420732800,1.50751,1.51166,1.5056,1.51139,21790,22,0
1420747200,1.5114100000000001,1.51153,1.5079,1.50878,9891,22,0
1420761600,1.50827,1.51032,1.5076100000000001,1.5090400000000002,8910,22,0
1420776000,1.50903,1.51,1.50878,1.50959,7078,22,0
1420790400,1.50959,1.51483,1.50876,1.51301,16858,22,0
1420804800,1.513,1.5174699999999999,1.50955,1.5119099999999999,26724,22,0
1420819200,1.5119099999999999,1.51682,1.51004,1.51404,29955,22,0
1420833600,1.51403,1.5168,1.514,1.5159,10767,22,0
1421020800,1.5175,1.51932,1.51639,1.5169899999999998,8421,22,0
1421035200,1.517,1.51728,1.51592,1.5165,6199,22,0
1421049600,1.5165199999999999,1.51761,1.50977,1.51213,18080,22,0
1421064000,1.5120200000000001,1.51676,1.5110000000000001,1.5156399999999999,19297,22,0
1421078400,1.5156399999999999,1.51732,1.5128599999999999,1.51632,21467,23,0
1421092800,1.51627,1.51861,1.51627,1.51703,10080,23,0
1421107200,1.51709,1.51799,1.51565,1.5176699999999999,9996,23,0
1421121600,1.5176500000000002,1.51906,1.51545,1.51578,11225,23,0
1421136000,1.51579,1.51607,1.50762,1.5107,20110,23,0
1421150400,1.51071,1.51793,1.50876,1.51524,22736,23,0
1421164800,1.5152299999999999,1.51884,1.5141200000000001,1.5160200000000001,22206,23,0
1421179200,1.5159,1.5167000000000002,1.51437,1.51572,14755,23,0
1421193600,1.51559,1.51742,1.51538,1.51664,10210,23,0
1421208000,1.5166300000000001,1.51692,1.51437,1.5162200000000001,11578,23,0
1421222400,1.5162200000000001,1.52223,1.51451,1.51721,28508,23,0
1421236800,1.51718,1.5268199999999998,1.51608,1.52556,26989,23,0
1421251200,1.52554,1.52672,1.52007,1.52195,26809,23,0
1421265600,1.52196,1.5236399999999999,1.52092,1.5229300000000001,12909,23,0
1421280000,1.52306,1.5245199999999999,1.52272,1.52319,9926,23,0
1421294400,1.52319,1.52408,1.5225499999999998,1.5228000000000002,8088,23,0
1421308800,1.52281,1.52394,1.51538,1.5186899999999999,20950,23,0
1421323200,1.51874,1.5265900000000001,1.51848,1.52274,36441,23,0
1421337600,1.52272,1.52326,1.51491,1.51518,41863,23,0
1421352000,1.51518,1.5193400000000001,1.51494,1.51776,27506,23,0
1421366400,1.5178099999999999,1.51932,1.5159,1.51845,18013,23,0
1421380800,1.51847,1.51897,1.51698,1.5171999999999999,14486,23,0
1421395200,1.5171999999999999,1.52333,1.51587,1.52241,28964,23,0
1421409600,1.5223200000000001,1.5225300000000002,1.5161099999999998,1.51809,28033,23,0
1421424000,1.51809,1.51879,1.50738,1.51471,38443,23,0
1421438400,1.5146899999999999,1.51694,1.51288,1.51387,20038,23,0
1421625600,1.5128599999999999,1.51474,1.51138,1.51425,9316,23,0
1421640000,1.51425,1.5144199999999999,1.51312,1.51425,5698,23,0
1421654400,1.51427,1.5178,1.5117500000000001,1.5163,18857,23,0
1421668800,1.5162900000000001,1.51662,1.5136699999999998,1.51416,19299,23,0
1421683200,1.51416,1.5173299999999998,1.5122499999999999,1.5133100000000002,18278,23,0
1421697600,1.51332,1.51362,1.51071,1.5110000000000001,12586,23,0
1421712000,1.51097,1.51144,1.5056,1.50712,10330,23,0
1421726400,1.5071400000000001,1.5080900000000002,1.50583,1.50799,6798,23,0
1421740800,1.508,1.5160900000000002,1.50712,1.51573,18596,23,0
1421755200,1.51572,1.5198399999999999,1.51368,1.51963,20826,23,0
1421769600,1.51966,1.5198399999999999,1.51474,1.51508,21178,23,0
1421784000,1.51506,1.5161799999999999,1.51413,1.51416,10509,23,0
1421798400,1.51417,1.51488,1.51342,1.51465,8164,23,0
1421812800,1.5146600000000001,1.51741,1.51457,1.5164900000000001,8290,23,0
1421827200,1.51655,1.51784,1.50749,1.51133,22524,23,0
1421841600,1.5113400000000001,1.51339,1.5095399999999999,1.51199,22540,23,0
1421856000,1.51197,1.5145300000000002,1.5081799999999999,1.51079,38575,23,0
1421870400,1.51079,1.51434,1.50991,1.5140099999999999,14853,23,0
1421884800,1.51414,1.51574,1.51316,1.51494,10077,23,0
1421899200,1.51492,1.51558,1.5125,1.51268,8351,23,0
1421913600,1.51268,1.51759,1.51216,1.51581,16404,23,0
1421928000,1.51581,1.52114,1.51227,1.51635,30975,23,0
1421942400,1.51623,1.51736,1.50143,1.5021900000000001,45147,23,0
1421956800,1.5022,1.5034800000000001,1.4971,1.5007700000000002,21684,23,0
1421971200,1.50076,1.50263,1.49984,1.5013999999999998,12891,23,0
1421985600,1.5013999999999998,1.50198,1.49794,1.49961,10233,23,0
1422000000,1.49969,1.50061,1.49564,1.4977,29145,23,0
1422014400,1.49769,1.49945,1.49499,1.49923,34426,23,0
1422028800,1.49923,1.50351,1.49794,1.50163,33297,23,0
1422043200,1.50163,1.50227,1.49828,1.49853,17215,23,0
1422230400,1.50073,1.50281,1.49856,1.49991,18485,23,0
1422244800,1.49991,1.50108,1.49905,1.50069,7917,23,0
1422259200,1.50068,1.50441,1.49977,1.50095,22849,23,0
1422273600,1.50099,1.50311,1.50007,1.50237,20884,23,0
1422288000,1.5023499999999999,1.50979,1.5014699999999999,1.50901,22320,23,0
1422302400,1.5090400000000002,1.51023,1.50726,1.5076100000000001,13082,23,0
1422316800,1.5069,1.5105499999999998,1.50656,1.50997,9787,23,0
1422331200,1.50996,1.5110000000000001,1.50908,1.51037,7548,23,0
1422345600,1.51037,1.51163,1.50584,1.50841,25156,23,0
1422360000,1.50841,1.5183900000000001,1.50651,1.51784,27534,23,0
1422374400,1.51787,1.52222,1.5166,1.51972,32584,23,0
1422388800,1.51973,1.52101,1.51795,1.51952,13632,23,0
1422403200,1.5195400000000001,1.51966,1.5152999999999999,1.5159099999999999,12975,23,0
1422417600,1.51589,1.51721,1.51549,1.5166300000000001,7558,23,0
1422432000,1.51665,1.51973,1.5157,1.51912,21866,23,0
1422446400,1.51913,1.5218,1.51847,1.51962,21487,23,0
1422460800,1.51962,1.52005,1.5159,1.51752,21365,23,0
1422475200,1.51752,1.5201500000000001,1.5129700000000001,1.51336,28696,23,0
1422489600,1.5133100000000002,1.51542,1.51329,1.51528,9580,23,0
1422504000,1.5152299999999999,1.5152299999999999,1.51289,1.51454,10154,23,0
1422518400,1.51454,1.51614,1.51094,1.5135999999999998,22295,23,0
1422532800,1.51361,1.5150299999999999,1.5113699999999999,1.5125899999999999,23057,23,0
1422547200,1.51257,1.51406,1.50221,1.50461,29555,23,0
1422561600,1.5045899999999999,1.5070299999999999,1.50166,1.5063,12930,23,0
1422576000,1.50636,1.50777,1.50586,1.50736,8442,23,0
1422590400,1.50736,1.5082,1.50654,1.50804,7392,23,0
1422604800,1.50804,1.50948,1.50492,1.50738,19262,23,0
1422619200,1.50736,1.50937,1.50412,1.5055100000000001,27490,23,0
1422633600,1.50552,1.50618,1.49879,1.50187,28348,23,0
1422648000,1.50189,1.50812,1.5017800000000001,1.50448,15280,23,0
1422835200,1.50912,1.5096699999999998,1.50705,1.50765,11309,23,0
1422849600,1.50765,1.50857,1.5072,1.50758,5856,23,0
1422864000,1.50756,1.50873,1.50082,1.50084,22967,23,0
1422878400,1.50082,1.5036800000000001,1.5004499999999998,1.50343,22446,23,0
1422892800,1.50342,1.50824,1.5008599999999999,1.50258,24673,23,0
1422907200,1.50256,1.5048599999999999,1.5017800000000001,1.50376,11965,23,0
1422921600,1.50376,1.5043,1.5020799999999999,1.50373,10210,23,0
1422936000,1.50373,1.50415,1.5013,1.5019900000000002,10541,23,0
1422950400,1.5019900000000002,1.50383,1.49877,1.50176,21466,23,0
1422964800,1.50173,1.51185,1.50163,1.5099900000000002,23277,23,0
1422979200,1.5099900000000002,1.5165,1.50806,1.51579,28466,23,0
1422993600,1.51579,1.5197,1.51475,1.51644,20426,23,0
1423008000,1.5165199999999999,1.5165199999999999,1.5137800000000001,1.5152999999999999,9421,23,0
1423022400,1.51529,1.51752,1.5147599999999999,1.51688,8009,23,0
1423036800,1.51689,1.51908,1.5138099999999999,1.51811,22387,23,0
1423051200,1.5181,1.52494,1.5173999999999999,1.52227,27045,23,0
1423065600,1.52227,1.5249700000000002,1.5192,1.52,24248,23,0
1423080000,1.52,1.52329,1.51639,1.5178099999999999,18133,23,0
1423094400,1.51791,1.5188899999999999,1.51639,1.51782,15324,23,0
1423108800,1.51784,1.52121,1.51777,1.52058,8659,23,0
1423123200,1.52058,1.5242200000000001,1.5188199999999998,1.52389,20643,20,0
1423137600,1.5239,1.5313400000000001,1.52261,1.52997,30036,20,0
1423152000,1.53,1.53061,1.52821,1.52984,22054,20,0
1423166400,1.52984,1.53426,1.52977,1.5326300000000002,15252,20,0
1423180800,1.5320200000000002,1.53375,1.53173,1.5325199999999999,8738,20,0
1423195200,1.53253,1.53402,1.53234,1.53348,5309,20,0
1423209600,1.53349,1.5339,1.53079,1.53179,13436,20,0
1423224000,1.5318,1.5351599999999999,1.52572,1.5293999999999999,27960,20,0
1423238400,1.5293999999999999,1.52941,1.52378,1.5238,31764,20,0
1423252800,1.52385,1.5252,1.52102,1.52459,13972,20,0
