time,open,high,low,close,tick_volume,spread,real_volume
1420048800,1.1581299999999999,1.15923,1.15637,1.15892,2554,16,0
1420185600,1.16492,1.16559,1.16461,1.1648399999999999,931,16,0
1420189200,1.16483,1.16585,1.16475,1.16488,1651,16,0
1420192800,1.1649,1.16539,1.16432,1.1648100000000001,1748,16,0
1420196400,1.1648100000000001,1.16598,1.16429,1.16598,1526,16,0
1420200000,1.16598,1.16663,1.1656,1.16564,1212,16,0
1420203600,1.16565,1.16665,1.16531,1.16635,1491,16,0
1420207200,1.16634,1.16837,1.16631,1.16787,1534,16,0
1420210800,1.16787,1.16955,1.16777,1.16955,1651,16,0
1420214400,1.16957,1.1708,1.16921,1.17066,2145,16,0
1420218000,1.17063,1.1728399999999999,1.1693500000000001,1.17124,3922,16,0
1420221600,1.17126,1.17411,1.17089,1.17246,3096,16,0
1420225200,1.17246,1.17474,1.17237,1.17408,2528,16,0
1420228800,1.17408,1.1747,1.17393,1.17435,1695,16,0
1420232400,1.17436,1.17564,1.17371,1.1749100000000001,1676,16,0
1420236000,1.17495,1.17618,1.17474,1.17616,1477,16,0
1420239600,1.17617,1.1785,1.17591,1.17823,1269,16,0
1420416000,1.17797,1.18395,1.17793,1.18127,1822,16,0
1420419600,1.1812,1.18137,1.17913,1.17925,2711,16,0
1420423200,1.17925,1.17925,1.17742,1.17828,2238,16,0
1420426800,1.17831,1.17966,1.1773,1.17924,1469,16,0
1420430400,1.17922,1.17953,1.17819,1.17945,973,16,0
1420434000,1.17945,1.18116,1.17941,1.18082,1327,16,0
1420437600,1.18081,1.18113,1.18052,1.18108,1070,16,0
1420441200,1.1811099999999999,1.18116,1.1804000000000001,1.18045,1285,16,0
1420444800,1.18046,1.18107,1.18017,1.18057,1216,16,0
1420448400,1.18061,1.18072,1.17957,1.17973,1473,16,0
1420452000,1.17975,1.17975,1.17754,1.1782,2017,16,0
1420455600,1.17819,1.17884,1.17717,1.17721,1970,16,0
1420459200,1.17726,1.17998,1.17675,1.17996,2004,16,0
1420462800,1.17996,1.18092,1.17926,1.17948,2180,16,0
1420466400,1.17942,1.17967,1.17849,1.17884,2191,16,0
1420470000,1.17883,1.1791800000000001,1.17608,1.17805,2879,16,0
1420473600,1.17801,1.17854,1.17667,1.17746,3184,16,0
1420477200,1.1774499999999999,1.17991,1.17726,1.17873,3295,16,0
1420480800,1.17875,1.17923,1.17808,1.17845,2476,16,0
1420484400,1.17846,1.17936,1.17803,1.1784,1667,16,0
1420488000,1.17841,1.17896,1.17678,1.17678,1919,16,0
1420491600,1.17679,1.1771,1.17426,1.17594,2597,16,0
1420495200,1.17593,1.17596,1.17447,1.1749,1628,16,0
1420498800,1.17489,1.17622,1.17445,1.17614,1218,16,0
1420502400,1.17614,1.17664,1.17551,1.17597,1065,16,0
1420506000,1.17597,1.1762,1.17529,1.17566,1041,16,0
1420509600,1.17564,1.17595,1.17455,1.17455,1099,16,0
1420513200,1.1745700000000001,1.17542,1.17409,1.17459,1239,16,0
1420516800,1.17458,1.17496,1.17296,1.1737,1650,16,0
