Time,open,high,low,close
2000-01-31 22:00:00,0.9795,0.9804,0.9677,0.9698
2000-02-01 02:00:00,0.9699,0.9714,0.9667,0.9711
2000-02-01 06:00:00,0.9711,0.9718,0.9698,0.9707
2000-02-01 10:00:00,0.9704,0.9715,0.9697,0.9704
2000-02-01 14:00:00,0.9705,0.9712,0.9667,0.9689
2000-02-01 18:00:00,0.9688,0.9765,0.9683,0.9743
2000-02-01 22:00:00,0.9742,0.9782,0.969,0.9716
2000-02-02 02:00:00,0.9716,0.9735,0.9708,0.9713
2000-02-02 06:00:00,0.9713,0.9724,0.97,0.9709
2000-02-02 10:00:00,0.971,0.9737,0.9694,0.9734
2000-02-02 14:00:00,0.9737,0.975,0.9702,0.9715
2000-02-02 18:00:00,0.9716,0.9733,0.97,0.9713
2000-02-02 22:00:00,0.9713,0.9783,0.9695,0.9778
2000-02-03 02:00:00,0.9776,0.9808,0.974,0.9765
2000-02-03 06:00:00,0.9767,0.9776,0.9743,0.9749
2000-02-03 10:00:00,0.9746,0.9752,0.972,0.9736
2000-02-03 14:00:00,0.9732,0.9748,0.9719,0.9733
2000-02-03 18:00:00,0.9735,0.9803,0.971,0.9788
2000-02-03 22:00:00,0.9789,0.9947,0.9788,0.9889
2000-02-04 02:00:00,0.9888,0.9913,0.9885,0.9898
2000-02-04 06:00:00,0.99,0.9915,0.9883,0.989
2000-02-04 10:00:00,0.9892,0.9908,0.9885,0.9898
2000-02-04 14:00:00,0.9893,0.994,0.9863,0.9874
2000-02-04 18:00:00,0.9873,0.9875,0.9785,0.9809
2000-02-04 22:00:00,0.9807,0.9845,0.9747,0.9822
2000-02-05 02:00:00,0.9822,0.9845,0.9819,0.984
2000-02-07 06:00:00,0.9832,0.9832,0.9811,0.9818
2000-02-07 10:00:00,0.9817,0.9822,0.9805,0.9811
2000-02-07 14:00:00,0.9812,0.9827,0.9792,0.9807
2000-02-07 18:00:00,0.9809,0.9814,0.9754,0.9769
2000-02-07 22:00:00,0.9768,0.9812,0.9762,0.979
2000-02-08 02:00:00,0.9794,0.9816,0.9787,0.9809
2000-02-08 06:00:00,0.981,0.9815,0.9797,0.981
2000-02-08 10:00:00,0.9812,0.9825,0.9801,0.9811
2000-02-08 14:00:00,0.9811,0.9883,0.9786,0.9866
2000-02-08 18:00:00,0.9865,0.9914,0.9856,0.9878
2000-02-08 22:00:00,0.9872,0.9886,0.9847,0.9875
2000-02-09 02:00:00,0.9873,0.9875,0.985,0.9859
2000-02-09 06:00:00,0.986,0.9893,0.9856,0.9884
2000-02-09 10:00:00,0.9885,0.9892,0.987,0.9881
2000-02-09 14:00:00,0.9876,0.9941,0.9866,0.9903
2000-02-09 18:00:00,0.9903,0.9971,0.9883,0.9936
2000-02-09 22:00:00,0.9937,0.9946,0.9886,0.9927
2000-02-10 02:00:00,0.9926,0.9945,0.9913,0.9934
2000-02-10 06:00:00,0.9934,0.994,0.9922,0.9929
2000-02-10 10:00:00,0.9929,0.9962,0.9906,0.9926
2000-02-10 14:00:00,0.9926,0.9937,0.989,0.9903
2000-02-10 18:00:00,0.9904,0.991,0.9856,0.9882
2000-02-10 22:00:00,0.9882,0.9902,0.9831,0.9881
2000-02-11 02:00:00,0.9874,0.9883,0.9843,0.9852
2000-02-11 06:00:00,0.9853,0.9867,0.985,0.9858
2000-02-11 10:00:00,0.9857,0.9868,0.9844,0.985
2000-02-11 14:00:00,0.9851,0.9875,0.9832,0.9845
2000-02-11 18:00:00,0.9846,0.9849,0.9786,0.9816
2000-02-11 22:00:00,0.9817,0.9862,0.9817,0.9854
2000-02-12 02:00:00,0.9859,0.9886,0.9849,0.9884
2000-02-14 06:00:00,0.9877,0.9877,0.9854,0.9861
2000-02-14 10:00:00,0.9864,0.9898,0.9853,0.9886
2000-02-14 14:00:00,0.9889,0.9916,0.9871,0.9899
2000-02-14 18:00:00,0.9902,0.9908,0.9824,0.9835
2000-02-14 22:00:00,0.9836,0.9839,0.9776,0.9794
2000-02-15 02:00:00,0.9795,0.9818,0.9778,0.9785
2000-02-15 06:00:00,0.9781,0.9799,0.978,0.9788
2000-02-15 10:00:00,0.9789,0.9806,0.9777,0.9799
2000-02-15 14:00:00,0.9799,0.9815,0.9784,0.9806
2000-02-15 18:00:00,0.9805,0.9814,0.9763,0.9779
2000-02-15 22:00:00,0.978,0.9862,0.9772,0.9832
2000-02-16 02:00:00,0.9833,0.9837,0.9808,0.9813
2000-02-16 06:00:00,0.9815,0.9822,0.9807,0.9812
2000-02-16 10:00:00,0.9816,0.9826,0.981,0.9814
2000-02-16 14:00:00,0.9812,0.9819,0.979,0.9807
2000-02-16 18:00:00,0.9807,0.9839,0.9791,0.9827
2000-02-16 22:00:00,0.9831,0.987,0.9825,0.9853
2000-02-17 02:00:00,0.9855,0.9878,0.9848,0.9863
2000-02-17 06:00:00,0.9862,0.9866,0.9852,0.9854
2000-02-17 10:00:00,0.9853,0.9874,0.9849,0.9861
2000-02-17 14:00:00,0.9863,0.9958,0.9851,0.9938
2000-02-17 18:00:00,0.9937,0.9944,0.9884,0.9898
2000-02-17 22:00:00,0.9899,0.9927,0.9837,0.9883
2000-02-18 02:00:00,0.9885,0.9892,0.9868,0.988
2000-02-18 06:00:00,0.9881,0.9895,0.9867,0.9889
2000-02-18 10:00:00,0.989,0.9902,0.9882,0.9898
2000-02-18 14:00:00,0.9896,0.9898,0.9847,0.9861
2000-02-18 18:00:00,0.9863,0.9874,0.9809,0.9828
2000-02-18 22:00:00,0.9828,0.9862,0.9821,0.9846
2000-02-19 02:00:00,0.9844,0.9868,0.9831,0.9845
2000-02-21 06:00:00,0.9854,0.9866,0.9847,0.9861
2000-02-21 10:00:00,0.9863,0.9881,0.9854,0.9862
2000-02-21 14:00:00,0.9862,0.9889,0.9859,0.9868
2000-02-21 18:00:00,0.9867,0.9877,0.9843,0.9861
2000-02-21 22:00:00,0.9862,0.9878,0.9857,0.9872
2000-02-22 02:00:00,0.987,0.9878,0.9866,0.9878
2000-02-22 06:00:00,0.9878,0.9931,0.9874,0.9929
2000-02-22 10:00:00,0.9927,0.9947,0.9921,0.9927
2000-02-22 14:00:00,0.9928,1.0021,0.992,0.9977
2000-02-22 18:00:00,0.9979,1.0037,0.9978,1.0027
2000-02-22 22:00:00,1.0029,1.0081,1.0027,1.0069
2000-02-23 02:00:00,1.007,1.0079,1.0024,1.0039
2000-02-23 06:00:00,1.0038,1.007,1.0038,1.0063
2000-02-23 10:00:00,1.0063,1.0074,1.0047,1.0062
2000-02-23 14:00:00,1.0062,1.0089,1.0029,1.0051
2000-02-23 18:00:00,1.0051,1.007,1.0035,1.0056
2000-02-23 22:00:00,1.0056,1.0057,1.0013,1.0017
2000-02-24 02:00:00,1.0017,1.0041,1.0011,1.0036
2000-02-24 06:00:00,1.0035,1.004,1.0015,1.0032
2000-02-24 10:00:00,1.0033,1.0042,1.0012,1.0022
2000-02-24 14:00:00,1.0023,1.0031,0.9959,0.9967
2000-02-24 18:00:00,0.9965,0.9965,0.9888,0.9929
2000-02-24 22:00:00,0.9927,0.9963,0.9917,0.9949
2000-02-25 02:00:00,0.995,0.9962,0.9907,0.9911
2000-02-25 06:00:00,0.9914,0.9923,0.9908,0.9917
2000-02-25 10:00:00,0.9918,0.993,0.9902,0.9913
2000-02-25 14:00:00,0.9912,0.9922,0.9865,0.9884
2000-02-25 18:00:00,0.9883,0.9886,0.9801,0.9815
2000-02-25 22:00:00,0.9813,0.9831,0.9722,0.9742
2000-02-26 02:00:00,0.9742,0.9756,0.9732,0.9746
2000-02-28 06:00:00,0.9728,0.9732,0.9674,0.9689
2000-02-28 10:00:00,0.9688,0.9694,0.9401,0.9585
2000-02-28 14:00:00,0.959,0.9725,0.9557,0.9677
2000-02-28 18:00:00,0.9677,0.9711,0.9618,0.9676
2000-02-28 22:00:00,0.9679,0.9729,0.9652,0.9706
2000-02-29 02:00:00,0.9706,0.9733,0.9689,0.9708
2000-02-29 06:00:00,0.9707,0.9712,0.966,0.9702
2000-02-29 10:00:00,0.97,0.973,0.9671,0.9685
2000-02-29 14:00:00,0.9684,0.9872,0.9643,0.9743
2000-02-29 18:00:00,0.9746,0.9765,0.966,0.9674
2000-02-29 22:00:00,0.9672,0.9685,0.9622,0.9669
2000-03-01 02:00:00,0.9667,0.9684,0.9633,0.9635
2000-03-01 06:00:00,0.9635,0.967,0.9626,0.9667
2000-03-01 10:00:00,0.9668,0.9718,0.9667,0.9691
2000-03-01 14:00:00,0.9691,0.9713,0.9652,0.9694
2000-03-01 18:00:00,0.9697,0.9701,0.9647,0.9674
2000-03-01 22:00:00,0.9673,0.9767,0.9666,0.9758
2000-03-02 02:00:00,0.9757,0.976,0.9721,0.9727
2000-03-02 06:00:00,0.9728,0.9743,0.9688,0.9738
2000-03-02 10:00:00,0.9735,0.9764,0.9734,0.9746
2000-03-02 14:00:00,0.9745,0.9793,0.9691,0.9704
2000-03-02 18:00:00,0.9706,0.9787,0.9694,0.9723
2000-03-02 22:00:00,0.9722,0.9727,0.9615,0.9663
2000-03-03 02:00:00,0.9663,0.967,0.9627,0.9633
2000-03-03 06:00:00,0.963,0.966,0.9626,0.9637
2000-03-03 10:00:00,0.9637,0.9677,0.9607,0.9662
2000-03-03 14:00:00,0.9664,0.9678,0.9631,0.9662
2000-03-03 18:00:00,0.9668,0.9676,0.9618,0.9622
2000-03-03 22:00:00,0.9623,0.9646,0.9595,0.961
2000-03-04 02:00:00,0.9611,0.9625,0.9577,0.9607
2000-03-06 06:00:00,0.9567,0.9586,0.9559,0.9576
2000-03-06 10:00:00,0.9577,0.9593,0.9565,0.9577
2000-03-06 14:00:00,0.9579,0.9672,0.9573,0.966
2000-03-06 18:00:00,0.9659,0.9665,0.9595,0.9599
2000-03-06 22:00:00,0.9598,0.9634,0.9573,0.9583
2000-03-07 02:00:00,0.9581,0.9603,0.9577,0.9579
2000-03-07 06:00:00,0.9579,0.9592,0.9573,0.9586
2000-03-07 10:00:00,0.9584,0.9605,0.9581,0.9604
2000-03-07 14:00:00,0.9604,0.9624,0.9575,0.9611
2000-03-07 18:00:00,0.9612,0.9623,0.956,0.9583
2000-03-07 22:00:00,0.9583,0.9623,0.9525,0.9564
2000-03-08 02:00:00,0.9566,0.96,0.9559,0.9585
2000-03-08 06:00:00,0.9583,0.9603,0.9569,0.9591
2000-03-08 10:00:00,0.9591,0.9613,0.9576,0.9608
2000-03-08 14:00:00,0.9607,0.9617,0.9545,0.9552
2000-03-08 18:00:00,0.9552,0.9571,0.9521,0.9549
2000-03-08 22:00:00,0.955,0.9631,0.9539,0.9608
2000-03-09 02:00:00,0.9608,0.9621,0.9602,0.9615
2000-03-09 06:00:00,0.9614,0.9647,0.9612,0.9618
2000-03-09 10:00:00,0.9616,0.964,0.961,0.9625
2000-03-09 14:00:00,0.9628,0.9653,0.9595,0.9633
2000-03-09 18:00:00,0.9631,0.9649,0.961,0.9649
2000-03-09 22:00:00,0.9641,0.9698,0.964,0.9686
2000-03-10 02:00:00,0.9687,0.9689,0.9656,0.9673
2000-03-10 06:00:00,0.9673,0.969,0.9658,0.9687
2000-03-10 10:00:00,0.969,0.969,0.9656,0.9674
2000-03-10 14:00:00,0.9672,0.9681,0.9649,0.9668
2000-03-10 18:00:00,0.9663,0.9668,0.9599,0.9635
2000-03-10 22:00:00,0.9632,0.9669,0.963,0.9643
2000-03-11 02:00:00,0.9644,0.9645,0.9615,0.9639
2000-03-13 06:00:00,0.9627,0.9651,0.9616,0.9651
2000-03-13 10:00:00,0.9649,0.9665,0.9638,0.9659
2000-03-13 14:00:00,0.9659,0.973,0.9654,0.9691
2000-03-13 18:00:00,0.969,0.9724,0.968,0.9693
2000-03-13 22:00:00,0.9694,0.9704,0.9617,0.9641
2000-03-14 02:00:00,0.964,0.966,0.9633,0.9645
2000-03-14 06:00:00,0.9646,0.9654,0.9634,0.9647
2000-03-14 10:00:00,0.9645,0.9655,0.9618,0.9646
2000-03-14 14:00:00,0.9645,0.965,0.961,0.9628
2000-03-14 18:00:00,0.9629,0.9664,0.9606,0.9657
2000-03-14 22:00:00,0.9656,0.9666,0.959,0.9662
2000-03-15 02:00:00,0.9664,0.9692,0.9661,0.9685
2000-03-15 06:00:00,0.9684,0.969,0.9662,0.9664
2000-03-15 10:00:00,0.966,0.9679,0.966,0.9674
2000-03-15 14:00:00,0.9674,0.9701,0.964,0.9653
2000-03-15 18:00:00,0.9654,0.9691,0.964,0.9675
2000-03-15 22:00:00,0.9676,0.9714,0.9668,0.969
2000-03-16 02:00:00,0.9693,0.9697,0.965,0.9653
2000-03-16 06:00:00,0.9651,0.967,0.9646,0.9657
2000-03-16 10:00:00,0.9656,0.9704,0.9652,0.9696
2000-03-16 14:00:00,0.9695,0.9708,0.9679,0.9688
2000-03-16 18:00:00,0.9689,0.9702,0.9649,0.9687
2000-03-16 22:00:00,0.9684,0.974,0.9676,0.9706
