,Date,Time,Open,High,Low,Close,Volume
35,2016.12.06,00:00,1170.09,1175.18,1166.65,1169.29,91026
36,2016.12.07,00:00,1169.23,1180.12,1165.54,1174.86,78099
37,2016.12.08,00:00,1174.91,1178.55,1169.08,1170.53,77921
38,2016.12.09,00:00,1170.54,1171.91,1156.21,1158.87,79638
39,2016.12.11,00:00,1158.75,1159.36,1156.66,1158.44,1670
40,2016.12.12,00:00,1158.27,1165.73,1151.16,1163.0,78931
41,2016.12.13,00:00,1162.99,1164.93,1154.48,1158.51,86160
42,2016.12.14,00:00,1158.47,1164.94,1139.02,1142.75,88318
43,2016.12.15,00:00,1142.74,1144.26,1122.66,1127.99,120764
44,2016.12.16,00:00,1127.98,1141.13,1126.55,1134.21,98743
45,2016.12.18,00:00,1133.21,1136.74,1132.86,1135.75,1464
46,2016.12.19,00:00,1135.69,1142.25,1135.51,1138.54,96451
47,2016.12.20,00:00,1138.27,1139.64,1125.65,1132.0,92489
48,2016.12.21,00:00,1131.9,1137.03,1129.28,1130.85,72250
49,2016.12.22,00:00,1130.83,1134.0,1127.57,1128.7,70573
50,2016.12.23,00:00,1128.55,1135.7,1128.26,1132.48,43025
51,2016.12.26,00:00,1134.05,1134.65,1132.97,1133.23,1136
52,2016.12.27,00:00,1133.33,1150.56,1131.52,1139.19,57169
53,2016.12.28,00:00,1139.31,1144.36,1136.4,1142.27,59019
54,2016.12.29,00:00,1142.46,1161.91,1142.46,1160.16,67494
55,2016.12.30,00:00,1160.21,1163.22,1149.63,1151.15,79443
56,2017.01.02,00:00,1149.8,1152.34,1149.46,1150.3,2121
57,2017.01.03,00:00,1150.06,1163.77,1145.98,1157.08,105651
58,2017.01.04,00:00,1157.03,1167.83,1156.11,1165.75,97888
59,2017.01.05,00:00,1165.9,1185.01,1165.85,1180.77,128095
60,2017.01.06,00:00,1180.78,1182.8,1170.82,1171.62,107607
61,2017.01.09,00:00,1173.89,1186.05,1172.57,1182.52,98311
62,2017.01.10,00:00,1182.41,1190.49,1180.06,1186.0,100393
63,2017.01.11,00:00,1186.01,1198.15,1177.07,1193.41,119326
64,2017.01.12,00:00,1193.36,1206.85,1192.76,1196.14,122251
65,2017.01.13,00:00,1195.96,1200.89,1187.74,1196.72,112470
66,2017.01.15,00:00,1199.56,1205.03,1197.94,1203.35,2312
67,2017.01.16,00:00,1203.36,1208.45,1200.2,1203.07,69311
68,2017.01.17,00:00,1203.15,1218.73,1203.12,1215.06,134486
69,2017.01.18,00:00,1214.96,1217.41,1201.69,1202.91,108577
70,2017.01.19,00:00,1202.73,1206.42,1195.74,1203.42,125072
71,2017.01.20,00:00,1203.46,1214.87,1198.51,1208.29,123759
72,2017.01.22,00:00,1208.79,1215.66,1208.69,1215.36,3867
73,2017.01.23,00:00,1215.43,1220.07,1209.19,1217.26,114337
74,2017.01.24,00:00,1217.06,1218.48,1206.48,1209.06,89400
75,2017.01.25,00:00,1209.17,1209.64,1193.1,1200.87,112000
76,2017.01.26,00:00,1200.86,1202.52,1184.3,1188.28,116566
77,2017.01.27,00:00,1188.18,1191.51,1180.48,1190.74,106195
78,2017.01.29,00:00,1191.78,1194.51,1191.01,1194.03,3295
79,2017.01.30,00:00,1193.92,1199.32,1188.18,1196.53,106691
80,2017.01.31,00:00,1196.68,1215.24,1195.99,1211.49,134098
81,2017.02.01,00:00,1211.22,1212.27,1198.07,1209.75,127825
82,2017.02.02,00:00,1209.8,1225.23,1209.74,1214.55,133189
83,2017.02.03,00:00,1214.75,1221.27,1205.99,1219.39,108268
84,2017.02.05,00:00,1219.43,1224.59,1219.01,1220.82,3145
85,2017.02.06,00:00,1220.83,1235.47,1220.01,1233.3,114690
86,2017.02.07,00:00,1233.5,1235.64,1227.6,1231.99,115786
87,2017.02.08,00:00,1231.94,1244.63,1229.94,1239.83,123886
88,2017.02.09,00:00,1239.81,1244.38,1225.06,1226.47,122485
89,2017.02.10,00:00,1226.27,1237.02,1221.54,1232.8,127242
90,2017.02.12,00:00,1231.68,1232.65,1228.6,1230.21,2139
91,2017.02.13,00:00,1230.31,1232.17,1219.22,1226.15,107673
92,2017.02.14,00:00,1226.23,1234.44,1221.77,1228.34,123761
93,2017.02.15,00:00,1228.24,1233.97,1216.46,1232.89,112825
94,2017.02.16,00:00,1232.87,1242.29,1232.02,1238.4,131733
95,2017.02.17,00:00,1238.25,1243.7,1233.79,1234.12,106010
96,2017.02.19,00:00,1234.31,1238.01,1234.31,1236.08,1689
97,2017.02.20,00:00,1235.93,1238.86,1232.54,1237.0,57308
98,2017.02.21,00:00,1237.15,1238.76,1226.04,1234.76,98022
99,2017.02.22,00:00,1235.12,1240.27,1231.1,1236.73,101901
100,2017.02.23,00:00,1236.78,1250.98,1235.66,1249.21,107954
101,2017.02.24,00:00,1249.29,1260.02,1247.83,1256.24,113744
102,2017.02.26,00:00,1257.87,1257.93,1254.81,1255.76,2657
103,2017.02.27,00:00,1255.73,1263.74,1250.87,1253.29,109268
104,2017.02.28,00:00,1253.27,1258.3,1245.64,1245.88,112224
105,2017.03.01,00:00,1245.86,1250.55,1236.8,1247.12,144905
106,2017.03.02,00:00,1246.98,1247.91,1230.85,1235.2,119811
107,2017.03.03,00:00,1235.13,1236.22,1222.73,1233.83,114026
108,2017.03.05,00:00,1232.9,1236.67,1232.51,1236.67,2542
109,2017.03.06,00:00,1236.66,1236.67,1224.5,1225.92,111396
110,2017.03.07,00:00,1225.72,1227.02,1214.07,1216.08,101125
111,2017.03.08,00:00,1216.12,1218.45,1206.5,1208.31,106430
112,2017.03.09,00:00,1208.3,1208.91,1198.44,1199.55,115027
113,2017.03.10,00:00,1199.65,1206.24,1194.85,1203.77,105798
114,2017.03.12,00:00,1204.58,1206.94,1204.38,1205.74,2034
115,2017.03.13,00:00,1205.69,1211.06,1201.25,1201.92,105601
116,2017.03.14,00:00,1201.95,1207.53,1197.11,1200.12,102408
117,2017.03.15,00:00,1199.89,1221.88,1197.56,1220.2,109455
118,2017.03.16,00:00,1220.35,1233.51,1219.79,1226.17,116845
119,2017.03.17,00:00,1226.07,1231.52,1224.15,1228.36,91102
120,2017.03.19,00:00,1230.3,1230.9,1229.0,1230.8,471
121,2017.03.20,00:00,1231.0,1235.0,1229.8,1234.36,29944
122,2017.03.21,00:00,1234.31,1247.46,1226.83,1245.75,107920
123,2017.03.22,00:00,1245.74,1251.24,1243.64,1245.71,110184
124,2017.03.23,00:00,1245.81,1253.11,1242.7,1245.32,109961
125,2017.03.24,00:00,1245.42,1251.77,1240.86,1244.02,96252
126,2017.03.26,00:00,1245.53,1253.85,1245.53,1252.64,5269
127,2017.03.27,00:00,1252.65,1260.84,1252.07,1252.73,90905
128,2017.03.28,00:00,1252.79,1258.25,1247.53,1249.86,107085
129,2017.03.29,00:00,1249.72,1254.55,1247.16,1252.32,92900
130,2017.03.30,00:00,1252.39,1252.66,1242.07,1243.36,83309
131,2017.03.31,00:00,1243.4,1250.49,1239.59,1248.08,89184
132,2017.04.02,00:00,1248.87,1249.5,1247.26,1248.0,1999
133,2017.04.03,00:00,1247.98,1255.7,1244.37,1255.3,81577
134,2017.04.04,00:00,1255.29,1261.13,1253.87,1255.29,84644
135,2017.04.05,00:00,1255.19,1258.59,1243.63,1257.99,100818
136,2017.04.06,00:00,1258.19,1258.49,1249.64,1251.3,94892
137,2017.04.07,00:00,1251.22,1270.46,1250.29,1253.42,134714
138,2017.04.09,00:00,1253.38,1255.52,1253.21,1254.79,2751
139,2017.04.10,00:00,1254.59,1256.97,1247.06,1255.67,85131
140,2017.04.11,00:00,1255.8,1275.92,1252.76,1275.77,107223
141,2017.04.12,00:00,1275.67,1286.96,1271.85,1286.91,120630
142,2017.04.13,00:00,1286.86,1288.46,1281.67,1286.44,104931
143,2017.04.16,00:00,1289.04,1295.2,1288.99,1294.33,3006
144,2017.04.17,00:00,1294.25,1294.73,1281.24,1282.68,81071
145,2017.04.18,00:00,1282.49,1292.21,1278.86,1288.89,109395
146,2017.04.19,00:00,1288.92,1289.01,1273.73,1279.32,100896
147,2017.04.20,00:00,1279.22,1283.28,1276.51,1280.78,101582
148,2017.04.21,00:00,1280.88,1288.16,1278.41,1283.61,99235
149,2017.04.23,00:00,1274.13,1274.39,1265.26,1273.86,9665
150,2017.04.24,00:00,1273.82,1277.85,1266.55,1277.14,106855
151,2017.04.25,00:00,1277.34,1277.56,1261.53,1263.37,96837
152,2017.04.26,00:00,1263.47,1270.5,1259.99,1267.16,106740
153,2017.04.27,00:00,1267.26,1268.04,1261.11,1263.71,90973
154,2017.04.28,00:00,1263.72,1268.39,1263.01,1267.55,84832
155,2017.04.30,00:00,1268.1,1270.88,1268.04,1269.95,2363
156,2017.05.01,00:00,1270.13,1270.13,1254.12,1256.39,68492
157,2017.05.02,00:00,1256.38,1257.47,1251.89,1256.32,85647
158,2017.05.03,00:00,1256.27,1256.67,1235.86,1237.98,87402
159,2017.05.04,00:00,1238.0,1241.06,1225.61,1227.99,102137
160,2017.05.05,00:00,1228.1,1235.46,1225.96,1226.91,92622
161,2017.05.07,00:00,1222.5,1234.43,1222.37,1234.38,5033
162,2017.05.08,00:00,1234.32,1236.4,1225.32,1227.53,95439
163,2017.05.09,00:00,1227.63,1228.49,1214.19,1223.15,101686
164,2017.05.10,00:00,1223.14,1225.54,1217.38,1217.43,89524
165,2017.05.11,00:00,1217.53,1227.57,1216.64,1224.68,95045
166,2017.05.12,00:00,1224.48,1231.62,1224.13,1227.8,92568
167,2017.05.14,00:00,1228.04,1230.28,1228.04,1229.48,3297
168,2017.05.15,00:00,1229.46,1237.21,1226.63,1231.13,95399
169,2017.05.16,00:00,1231.09,1244.22,1230.12,1243.13,93109
170,2017.05.17,00:00,1243.16,1262.8,1240.94,1260.03,96333
171,2017.05.18,00:00,1260.13,1264.88,1245.88,1248.19,93483
172,2017.05.19,00:00,1248.28,1256.33,1247.24,1254.37,103968
173,2017.05.21,00:00,1256.59,1257.24,1254.23,1256.63,2704
174,2017.05.22,00:00,1256.73,1263.2,1251.69,1262.85,92443
175,2017.05.23,00:00,1262.6,1263.47,1250.36,1250.71,105105
176,2017.05.24,00:00,1250.78,1258.81,1247.74,1257.54,103634
177,2017.05.25,00:00,1257.42,1259.55,1252.79,1254.9,98450
178,2017.05.26,00:00,1255.0,1269.36,1253.79,1265.95,90058
179,2017.05.28,00:00,1265.76,1268.82,1265.56,1268.02,2363
180,2017.05.29,00:00,1267.72,1268.41,1264.89,1266.49,40013
181,2017.05.30,00:00,1266.24,1270.32,1259.3,1262.1,78383
182,2017.05.31,00:00,1261.6,1274.01,1259.49,1268.4,93575
183,2017.06.01,00:00,1268.47,1270.22,1261.33,1264.45,90081
184,2017.06.02,00:00,1264.37,1279.18,1258.95,1278.07,85249
185,2017.06.04,00:00,1279.18,1280.89,1278.26,1279.61,3553
186,2017.06.05,00:00,1279.48,1283.28,1277.69,1280.19,74467
187,2017.06.06,00:00,1280.13,1295.92,1279.36,1293.38,98973
188,2017.06.07,00:00,1293.2,1294.18,1282.58,1284.31,96782
189,2017.06.08,00:00,1284.37,1288.87,1271.21,1279.58,70923
190,2017.06.09,00:00,1279.49,1279.83,1264.5,1265.95,102599
191,2017.06.11,00:00,1266.33,1267.76,1265.83,1267.54,2480
192,2017.06.12,00:00,1267.44,1270.17,1263.54,1264.92,94737
193,2017.06.13,00:00,1265.05,1268.81,1259.29,1267.04,87182
194,2017.06.14,00:00,1267.03,1280.08,1257.11,1263.16,103893
195,2017.06.15,00:00,1263.11,1266.36,1251.36,1253.63,100935
196,2017.06.16,00:00,1253.53,1257.03,1251.7,1252.79,82652
197,2017.06.18,00:00,1253.57,1255.35,1253.06,1254.3,2900
198,2017.06.19,00:00,1254.35,1254.96,1242.57,1243.52,91279
199,2017.06.20,00:00,1243.51,1247.99,1241.2,1244.56,94314
200,2017.06.21,00:00,1244.59,1249.52,1240.88,1248.62,100437
201,2017.06.22,00:00,1248.65,1254.64,1246.51,1251.15,90559
202,2017.06.23,00:00,1251.08,1258.71,1249.49,1255.91,78984
203,2017.06.25,00:00,1256.41,1257.81,1256.31,1257.04,2317
204,2017.06.26,00:00,1256.99,1257.14,1236.64,1242.84,84608
205,2017.06.27,00:00,1242.64,1252.98,1241.04,1249.07,101694
206,2017.06.28,00:00,1249.04,1254.57,1247.75,1249.35,105475
207,2017.06.29,00:00,1249.55,1253.02,1239.74,1246.19,113734
208,2017.06.30,00:00,1245.82,1248.11,1239.31,1240.78,93090
209,2017.07.02,00:00,1241.35,1242.46,1240.36,1241.53,2645
210,2017.07.03,00:00,1241.43,1241.73,1218.25,1223.14,103109
211,2017.07.04,00:00,1223.12,1226.94,1220.28,1226.35,68293
212,2017.07.05,00:00,1226.3,1228.87,1217.33,1226.22,101600
213,2017.07.06,00:00,1226.15,1227.64,1218.65,1222.49,91408
214,2017.07.07,00:00,1222.59,1228.34,1207.19,1211.68,81646
215,2017.07.09,00:00,1213.04,1213.51,1211.19,1213.04,3269
216,2017.07.10,00:00,1212.89,1215.42,1204.72,1213.38,94715
217,2017.07.11,00:00,1213.35,1217.75,1208.09,1217.6,101473
218,2017.07.12,00:00,1217.51,1225.56,1213.39,1218.76,106989
219,2017.07.13,00:00,1218.52,1224.31,1216.4,1217.34,101930
220,2017.07.14,00:00,1217.33,1232.54,1214.48,1228.58,95275
221,2017.07.16,00:00,1228.94,1230.78,1228.0,1230.49,3736
222,2017.07.17,00:00,1230.47,1235.87,1229.25,1232.54,87332
223,2017.07.18,00:00,1232.67,1244.43,1232.5,1242.41,113106
224,2017.07.19,00:00,1242.33,1243.91,1235.91,1241.03,99260
225,2017.07.20,00:00,1241.15,1247.4,1235.15,1243.64,114561
226,2017.07.21,00:00,1243.57,1255.64,1243.13,1254.28,104354
227,2017.07.23,00:00,1254.6,1255.96,1253.13,1255.89,4029
228,2017.07.24,00:00,1255.81,1258.63,1251.82,1253.38,107399
229,2017.07.25,00:00,1253.15,1257.59,1246.33,1246.47,111673
230,2017.07.26,00:00,1246.48,1263.47,1243.65,1259.96,116891
231,2017.07.27,00:00,1259.61,1265.1,1254.47,1259.8,132123
232,2017.07.28,00:00,1259.7,1270.73,1257.26,1268.24,108121
233,2017.07.30,00:00,1269.95,1270.76,1269.33,1269.95,4300
234,2017.07.31,00:00,1270.06,1270.22,1265.64,1267.2,103684
235,2017.08.01,00:00,1267.04,1273.95,1262.64,1267.36,115025
236,2017.08.02,00:00,1267.33,1272.75,1255.99,1262.76,113380
237,2017.08.03,00:00,1262.64,1270.74,1259.72,1268.95,113996
238,2017.08.04,00:00,1268.93,1270.07,1254.1,1258.23,100159
239,2017.08.06,00:00,1258.52,1258.59,1256.28,1257.03,3643
240,2017.08.07,00:00,1257.07,1259.81,1255.65,1257.38,89916
241,2017.08.08,00:00,1257.41,1265.12,1251.41,1261.56,107742
242,2017.08.09,00:00,1261.47,1278.62,1260.93,1275.55,129372
243,2017.08.10,00:00,1275.43,1287.69,1274.28,1286.33,117566
244,2017.08.11,00:00,1286.17,1292.0,1281.19,1288.5,110886
245,2017.08.13,00:00,1289.33,1289.55,1287.4,1288.56,4152
246,2017.08.14,00:00,1288.44,1289.38,1278.46,1278.88,112223
247,2017.08.15,00:00,1279.05,1279.27,1267.19,1272.61,106112
248,2017.08.16,00:00,1272.55,1283.82,1267.53,1282.62,109813
249,2017.08.17,00:00,1282.73,1289.95,1281.68,1288.19,135707
250,2017.08.18,00:00,1288.17,1300.68,1283.33,1284.07,132213
251,2017.08.20,00:00,1283.68,1283.68,1280.3,1283.23,3641
252,2017.08.21,00:00,1283.03,1293.6,1281.57,1291.41,111514
253,2017.08.22,00:00,1291.07,1291.33,1281.87,1282.94,107983
254,2017.08.23,00:00,1282.92,1291.13,1282.44,1290.25,108248
255,2017.08.24,00:00,1290.2,1290.5,1284.42,1286.36,111225
256,2017.08.25,00:00,1286.42,1294.42,1274.8,1289.72,106310
257,2017.08.27,00:00,1292.04,1294.44,1291.75,1292.28,3930
258,2017.08.28,00:00,1292.19,1324.22,1291.54,1317.21,103521
259,2017.08.29,00:00,1317.16,1325.9,1304.92,1308.64,128970
260,2017.08.30,00:00,1308.56,1313.56,1305.06,1306.91,109693
261,2017.08.31,00:00,1307.01,1323.48,1300.03,1320.98,119748
262,2017.09.01,00:00,1321.3,1328.76,1316.36,1323.69,103127
263,2017.09.03,00:00,1335.13,1336.67,1333.34,1335.73,5880
264,2017.09.04,00:00,1335.83,1339.65,1331.51,1332.58,75236
265,2017.09.05,00:00,1332.57,1344.27,1326.23,1341.29,128939
266,2017.09.06,00:00,1341.3,1342.15,1331.54,1333.13,117166
267,2017.09.07,00:00,1333.25,1349.4,1332.38,1348.6,125221
268,2017.09.08,00:00,1348.81,1357.38,1342.73,1346.28,125533
269,2017.09.10,00:00,1334.45,1339.8,1333.23,1337.45,5521
270,2017.09.11,00:00,1337.35,1338.96,1326.13,1327.01,111267
271,2017.09.12,00:00,1326.89,1333.14,1322.54,1330.62,40365
272,2017.09.13,00:00,1330.7,1334.53,1320.78,1321.96,105914
273,2017.09.14,00:00,1321.97,1333.99,1315.51,1333.51,110836
274,2017.09.15,00:00,1333.57,1333.7,1319.09,1320.02,110827
275,2017.09.17,00:00,1318.83,1319.59,1314.25,1315.95,4594
276,2017.09.18,00:00,1315.93,1319.58,1304.54,1308.59,103058
277,2017.09.19,00:00,1308.69,1310.67,1306.08,1309.65,55692
278,2017.09.20,00:00,1309.68,1316.13,1295.93,1298.53,90452
279,2017.09.21,00:00,1298.55,1300.53,1288.01,1291.54,107933
280,2017.09.22,00:00,1291.41,1298.55,1290.81,1296.59,78973
281,2017.09.24,00:00,1297.33,1297.41,1289.13,1291.66,5057
282,2017.09.25,00:00,1291.67,1311.32,1290.63,1307.91,115978
283,2017.09.26,00:00,1307.93,1313.49,1291.26,1292.85,121453
284,2017.09.27,00:00,1292.87,1295.88,1280.87,1283.15,105122
285,2017.09.28,00:00,1283.12,1288.63,1277.53,1286.56,111441
286,2017.09.29,00:00,1286.55,1290.1,1275.63,1279.06,105659
287,2017.10.01,00:00,1278.75,1278.8,1276.6,1277.5,592
288,2017.10.02,00:00,1277.4,1277.4,1268.92,1270.7,89208
289,2017.10.03,00:00,1270.72,1274.52,1267.94,1272.08,98444
290,2017.10.04,00:00,1272.06,1282.0,1270.43,1273.6,101367
291,2017.10.05,00:00,1273.59,1278.81,1265.84,1268.68,95692
292,2017.10.06,00:00,1268.65,1275.73,1260.43,1275.61,97471
293,2017.10.08,00:00,1276.08,1277.32,1275.06,1276.18,2289
294,2017.10.09,00:00,1276.17,1285.31,1274.87,1282.77,90125
295,2017.10.10,00:00,1282.78,1294.05,1281.68,1289.19,113140
296,2017.10.11,00:00,1289.22,1293.34,1284.28,1292.0,109400
297,2017.10.12,00:00,1292.03,1297.26,1289.51,1293.55,100220
298,2017.10.13,00:00,1293.57,1303.62,1290.41,1302.15,99236
299,2017.10.15,00:00,1303.04,1303.91,1301.44,1303.83,3637
300,2017.10.16,00:00,1303.88,1305.84,1290.34,1294.61,107489
301,2017.10.17,00:00,1294.63,1294.84,1281.29,1285.57,110054
302,2017.10.18,00:00,1285.56,1288.73,1276.79,1279.89,105464
303,2017.10.19,00:00,1279.91,1290.68,1276.46,1289.67,121487
304,2017.10.20,00:00,1289.65,1290.21,1277.75,1279.28,113362
305,2017.10.22,00:00,1277.96,1278.52,1273.89,1274.69,4666
306,2017.10.23,00:00,1274.72,1283.11,1272.34,1282.26,108898
307,2017.10.24,00:00,1282.23,1283.23,1273.57,1275.34,111489
308,2017.10.25,00:00,1275.31,1279.83,1270.9,1278.85,121305
309,2017.10.26,00:00,1278.88,1282.37,1265.59,1266.74,118845
310,2017.10.27,00:00,1266.71,1273.88,1263.49,1273.81,110206
311,2017.10.29,00:00,1272.55,1273.55,1271.56,1271.97,3373
312,2017.10.30,00:00,1272.02,1278.63,1268.84,1276.87,103378
313,2017.10.31,00:00,1276.89,1277.97,1267.53,1269.68,106181
314,2017.11.01,00:00,1269.7,1280.77,1267.8,1275.13,120887
315,2017.11.02,00:00,1275.03,1283.96,1273.25,1277.45,120341
316,2017.11.03,00:00,1277.46,1279.33,1265.38,1269.63,83444
317,2017.11.05,00:00,1269.61,1270.56,1268.48,1270.25,2912
318,2017.11.06,00:00,1270.26,1282.74,1265.93,1279.72,114465
319,2017.11.07,00:00,1279.73,1280.56,1271.74,1277.34,117054
320,2017.11.08,00:00,1277.37,1287.02,1275.76,1281.59,115975
321,2017.11.09,00:00,1281.63,1288.28,1279.78,1285.8,133563
322,2017.11.10,00:00,1285.79,1286.9,1273.2,1273.88,116591
323,2017.11.12,00:00,1274.7,1275.39,1274.01,1274.97,1490
324,2017.11.13,00:00,1274.98,1279.59,1274.66,1277.55,101006
325,2017.11.14,00:00,1277.51,1283.43,1269.79,1280.64,113567
326,2017.11.15,00:00,1280.65,1289.3,1276.68,1279.15,122022
327,2017.11.16,00:00,1279.2,1281.51,1274.93,1279.01,106053
328,2017.11.17,00:00,1278.99,1296.76,1278.75,1293.36,118192
329,2017.11.19,00:00,1293.06,1294.51,1291.66,1293.29,6068
330,2017.11.20,00:00,1293.23,1294.02,1274.38,1279.07,119040
331,2017.11.21,00:00,1279.06,1284.56,1276.09,1281.68,107447
332,2017.11.22,00:00,1281.7,1294.48,1278.88,1290.66,113839
333,2017.11.23,00:00,1290.64,1293.44,1286.97,1291.11,61311
334,2017.11.24,00:00,1290.96,1293.04,1285.59,1288.29,86576
335,2017.11.26,00:00,1288.54,1288.56,1286.98,1287.1,3658
336,2017.11.27,00:00,1287.11,1299.03,1286.58,1294.16,92388
337,2017.11.28,00:00,1294.24,1297.5,1290.57,1293.71,114224
338,2017.11.29,00:00,1293.73,1296.51,1281.85,1283.85,117738
339,2017.11.30,00:00,1283.87,1285.11,1270.13,1274.68,122341
340,2017.12.01,00:00,1274.67,1289.1,1271.46,1279.56,125827
341,2017.12.03,00:00,1274.44,1275.19,1272.41,1273.56,6638
342,2017.12.04,00:00,1273.57,1276.99,1270.9,1276.27,112188
343,2017.12.05,00:00,1276.26,1276.8,1260.83,1265.99,113684
344,2017.12.06,00:00,1265.94,1269.09,1262.4,1263.67,121139
345,2017.12.07,00:00,1263.71,1263.95,1243.8,1246.8,130105
346,2017.12.08,00:00,1246.76,1252.2,1243.57,1247.66,106225
347,2017.12.10,00:00,1247.08,1248.94,1246.88,1248.28,3118
348,2017.12.11,00:00,1248.29,1251.33,1240.55,1242.61,87998
349,2017.12.12,00:00,1242.59,1246.06,1236.32,1243.15,98352
350,2017.12.13,00:00,1243.14,1256.96,1240.01,1253.7,121383
351,2017.12.14,00:00,1253.68,1258.91,1250.33,1253.24,122257
352,2017.12.15,00:00,1253.22,1261.71,1252.94,1254.63,111257
353,2017.12.17,00:00,1254.33,1254.33,1253.37,1253.65,4448
354,2017.12.18,00:00,1253.63,1263.77,1252.58,1261.21,107806
355,2017.12.19,00:00,1261.22,1265.05,1259.06,1261.48,108885
356,2017.12.20,00:00,1261.49,1267.75,1261.21,1266.18,105391
357,2017.12.21,00:00,1266.17,1268.84,1262.68,1266.71,93180
358,2017.12.22,00:00,1266.72,1275.82,1264.82,1274.15,92641
359,2017.12.25,00:00,1274.85,1275.05,1273.1,1273.28,1501
360,2017.12.26,00:00,1273.21,1283.74,1273.15,1281.85,65309
361,2017.12.27,00:00,1281.83,1288.77,1281.17,1287.29,96839
362,2017.12.28,00:00,1287.27,1295.09,1286.91,1293.79,101009
363,2017.12.29,00:00,1293.82,1307.41,1293.76,1301.65,99469
364,2018.01.01,00:00,1302.7,1307.38,1301.53,1306.48,2186
365,2018.01.02,00:00,1306.46,1321.2,1303.99,1319.96,112278
366,2018.01.03,00:00,1319.99,1321.08,1307.31,1310.84,118549
367,2018.01.04,00:00,1310.83,1325.8,1305.74,1320.65,122583
368,2018.01.05,00:00,1320.64,1323.22,1313.49,1318.82,105623
369,2018.01.08,00:00,1319.28,1321.98,1314.61,1317.72,96754
370,2018.01.09,00:00,1317.71,1319.98,1308.63,1310.06,118254
371,2018.01.10,00:00,1310.08,1327.53,1308.06,1317.46,130287
372,2018.01.11,00:00,1317.52,1323.77,1315.54,1322.53,110014
373,2018.01.12,00:00,1322.5,1339.2,1322.5,1337.36,124005
374,2018.01.15,00:00,1336.73,1344.54,1336.25,1341.29,88053
375,2018.01.16,00:00,1341.26,1341.79,1331.7,1340.48,123628
376,2018.01.17,00:00,1340.5,1343.81,1325.6,1328.25,134789
377,2018.01.18,00:00,1328.26,1332.92,1324.05,1327.71,105399
378,2018.01.19,00:00,1327.72,1337.83,1326.61,1330.68,92607
379,2018.01.22,00:00,1334.33,1335.41,1328.29,1332.89,88877
380,2018.01.23,00:00,1332.87,1342.01,1331.22,1341.64,95319
381,2018.01.24,00:00,1341.62,1361.82,1339.32,1355.85,101025
382,2018.01.25,00:00,1355.87,1365.89,1342.48,1346.5,99449
383,2018.01.26,00:00,1346.49,1356.96,1345.7,1349.2,102511
384,2018.01.28,00:00,1349.27,1350.92,1348.63,1350.91,5762
385,2018.01.29,00:00,1350.92,1352.21,1337.53,1340.99,103725
386,2018.01.30,00:00,1340.98,1348.59,1334.3,1338.27,108306
387,2018.01.31,00:00,1338.24,1347.38,1332.6,1345.0,104238
388,2018.02.01,00:00,1344.98,1350.85,1337.11,1348.37,103998
389,2018.02.02,00:00,1348.29,1349.92,1327.26,1331.97,99907
390,2018.02.04,00:00,1331.31,1333.6,1329.24,1332.33,6686
391,2018.02.05,00:00,1332.34,1341.43,1328.82,1340.23,111287
392,2018.02.06,00:00,1340.22,1345.99,1320.02,1323.3,121312
393,2018.02.07,00:00,1325.86,1332.14,1311.35,1318.82,112060
394,2018.02.08,00:00,1318.87,1322.43,1306.9,1321.82,115224
395,2018.02.09,00:00,1321.7,1321.79,1311.01,1315.0,111034
396,2018.02.11,00:00,1314.73,1316.62,1314.63,1316.08,2124
397,2018.02.12,00:00,1316.18,1326.6,1315.82,1322.31,97735
398,2018.02.13,00:00,1322.34,1332.82,1321.41,1331.56,103221
399,2018.02.14,00:00,1331.55,1355.65,1317.53,1353.57,110044
400,2018.02.15,00:00,1353.44,1356.96,1348.42,1353.68,102340
401,2018.02.16,00:00,1353.66,1361.55,1344.65,1347.38,96667
402,2018.02.18,00:00,1349.29,1349.47,1347.36,1347.81,2254
403,2018.02.19,00:00,1347.62,1351.17,1345.71,1346.56,65790
404,2018.02.20,00:00,1345.19,1346.38,1328.26,1329.65,101556
405,2018.02.21,00:00,1329.73,1336.07,1322.23,1326.53,105383
406,2018.02.22,00:00,1326.52,1331.91,1320.78,1330.18,102787
407,2018.02.23,00:00,1330.27,1331.45,1325.64,1328.02,92432
408,2018.02.25,00:00,1329.26,1329.35,1326.41,1326.77,3247
409,2018.02.26,00:00,1326.81,1340.81,1326.81,1331.96,96546
410,2018.02.27,00:00,1331.73,1336.56,1313.34,1317.25,103293
411,2018.02.28,00:00,1317.27,1322.34,1315.43,1317.12,99544
412,2018.03.01,00:00,1317.03,1320.95,1302.62,1316.75,110495
413,2018.03.02,00:00,1316.88,1325.23,1315.07,1321.83,103624
414,2018.03.04,00:00,1323.26,1323.69,1321.22,1322.88,2840
415,2018.03.05,00:00,1322.89,1327.59,1317.29,1320.66,101165
416,2018.03.06,00:00,1320.58,1339.95,1320.35,1338.83,108627
417,2018.03.07,00:00,1338.86,1340.23,1322.0,1324.24,105609
418,2018.03.08,00:00,1324.21,1328.85,1318.87,1320.74,97947
419,2018.03.09,00:00,1320.76,1324.95,1312.59,1322.63,87561
420,2018.03.11,00:00,1322.63,1323.16,1322.46,1322.85,1684
421,2018.03.12,00:00,1322.86,1325.44,1314.98,1324.71,92971
422,2018.03.13,00:00,1324.58,1328.11,1313.75,1326.14,91413
